	for_query	tweet	username	date	hashtags	likes	retweets	url
11	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/HR1QBm5VFb	Geechee4Kamala	Wed Dec 16 01:37:40 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339021844821708801
12	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/5MCcCimZVZ	donnisinmd	Wed Dec 16 11:58:01 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339177963909222403
13	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/5hBrjXe5Ck	dalter1010	Wed Dec 16 04:28:27 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339064823301218305
14	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/S4bUqxkqYN	MargaretKruger4	Tue Dec 15 22:29:02 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338974375505260544
15	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/2mZEhIYxc9	laraonthemta	Wed Dec 16 01:33:06 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339020697587376134
16	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/WLzvXnIpj3	RogerSPowers	Wed Dec 16 06:32:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339096145373630464
17	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/U8DTZFIkmH	heel_be_ok	Tue Dec 15 21:08:32 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338954116303876096
18	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/MmX5wrxOOY	virginiaframsey	Wed Dec 16 12:23:50 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339184459699134465
19	Blm George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/TeMJ1pJ8Ws	KatiSipp	Wed Dec 16 12:53:22 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339191890915307523
0	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/XDJGBmpyhW	phillipsan	Wed Dec 16 06:53:17 +0000 2020	['BLM']	14	2	https://twitter.com/twitter/statuses/1339101273241489409
1	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/TaoxrIDEZd	flemglen	Wed Dec 16 13:16:50 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339197798093348864
2	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/r2ttaU0aHC	pegitha	Wed Dec 16 15:38:46 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339233515808944135
3	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/rzbbnrL0YW	MitchLandrieu	Tue Dec 15 21:01:23 +0000 2020	['BLM']	75	9	https://twitter.com/twitter/statuses/1338952315261382660
4	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/QPjRAen6kb	cookie5169	Wed Dec 16 00:29:59 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339004813942648832
5	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/nVFGytm242	Poodie111	Wed Dec 16 13:04:14 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339194625530228736
6	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/kba1T00Dtk	magenta511	Tue Dec 15 21:56:39 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338966224127090691
7	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/HR1QBm5VFb	Geechee4Kamala	Wed Dec 16 01:37:40 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339021844821708801
8	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/N2SQi484eX	EnsPulver1958	Tue Dec 15 23:22:32 +0000 2020	['BLM']	4	0	https://twitter.com/twitter/statuses/1338987839095234561
9	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/WLzvXnIpj3	RogerSPowers	Wed Dec 16 06:32:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339096145373630464
10	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/5MCcCimZVZ	donnisinmd	Wed Dec 16 11:58:01 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339177963909222403
11	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/Uaw7LrxV9u	thombowen	Wed Dec 16 04:16:57 +0000 2020	['BLM']	11	2	https://twitter.com/twitter/statuses/1339061928795262979
12	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/KSStVQO3dz	springle98	Tue Dec 15 21:02:21 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338952560330244097
13	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/EIRHOFpSym	WatchdogDiva	Tue Dec 15 23:36:43 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338991408833818624
14	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/YnGgKaXIHN	FloreyBarb	Tue Dec 15 21:48:09 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338964084990091264
15	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/S4bUqxkqYN	MargaretKruger4	Tue Dec 15 22:29:02 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338974375505260544
16	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/U8DTZFIkmH	heel_be_ok	Tue Dec 15 21:08:32 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338954116303876096
17	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/1E0MowjguD	trudyuelme1	Wed Dec 16 15:35:57 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339232808158433280
18	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/5hBrjXe5Ck	dalter1010	Wed Dec 16 04:28:27 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339064823301218305
19	Justice for George Floyd	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/oFBkl3RRJr	TCBauthor	Wed Dec 16 02:39:37 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1339037436307857410
0	Justice system	fuck trump, fuck racism, fuck america's justice system	aidiemonyo	Fri Dec 11 03:24:28 +0000 2020	['BLM']	3	2	https://twitter.com/twitter/statuses/1337236784846000130
1	Justice system	America is built on racism.	tpwk_sunshinee	Fri Dec 11 01:45:19 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337211832910508033
2	Justice system	Fuck America. Fuck Racism.	__letswinwin__	Fri Dec 11 03:17:28 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337235022642696195
3	Justice system	America was built on racism	SmdSzn	Fri Dec 11 05:51:20 +0000 2020	['BLM']	19	6	https://twitter.com/twitter/statuses/1337273742444158981
4	Justice system	and some people still think racism isn’t a problem in america	HAPPlLYLOU	Fri Dec 11 02:03:26 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337216392416931842
5	Justice system	America really built off racism	mirartic	Wed Dec 16 00:30:02 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339004826986934272
6	Justice system	This: My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/o0oTopIHoB	Suanngreco	Tue Dec 15 21:36:35 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338961175330041859
7	Justice system	Systemic racism sucks and so does corporate America.	RaiNichole12	Mon Dec 14 23:08:05 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1338621815351107586
8	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/TaoxrIDEZd	flemglen	Wed Dec 16 13:16:50 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339197798093348864
9	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/rzbbnrL0YW	MitchLandrieu	Tue Dec 15 21:01:23 +0000 2020	['BLM']	75	9	https://twitter.com/twitter/statuses/1338952315261382660
10	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/HR1QBm5VFb	Geechee4Kamala	Wed Dec 16 01:37:40 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339021844821708801
11	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/XDJGBmpyhW	phillipsan	Wed Dec 16 06:53:17 +0000 2020	['BLM']	14	2	https://twitter.com/twitter/statuses/1339101273241489409
12	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/r2ttaU0aHC	pegitha	Wed Dec 16 15:38:46 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339233515808944135
13	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/WLzvXnIpj3	RogerSPowers	Wed Dec 16 06:32:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339096145373630464
14	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/1E0MowjguD	trudyuelme1	Wed Dec 16 15:35:57 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339232808158433280
15	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/oFBkl3RRJr	TCBauthor	Wed Dec 16 02:39:37 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1339037436307857410
16	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/9qHcO5h4nI	Amazement3R	Wed Dec 16 02:47:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339039522047152130
17	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/Uaw7LrxV9u	thombowen	Wed Dec 16 04:16:57 +0000 2020	['BLM']	11	2	https://twitter.com/twitter/statuses/1339061928795262979
18	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/N2SQi484eX	EnsPulver1958	Tue Dec 15 23:22:32 +0000 2020	['BLM']	4	0	https://twitter.com/twitter/statuses/1338987839095234561
19	Justice system	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/Oe9QwioqED	CNKDSSRS4	Wed Dec 16 14:17:51 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339213150797881345
0	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/5MCcCimZVZ	donnisinmd	Wed Dec 16 11:58:01 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339177963909222403
1	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/r2ttaU0aHC	pegitha	Wed Dec 16 15:38:46 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339233515808944135
2	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/QPjRAen6kb	cookie5169	Wed Dec 16 00:29:59 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339004813942648832
3	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/rzbbnrL0YW	MitchLandrieu	Tue Dec 15 21:01:23 +0000 2020	['BLM']	75	9	https://twitter.com/twitter/statuses/1338952315261382660
4	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/KSStVQO3dz	springle98	Tue Dec 15 21:02:21 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338952560330244097
5	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/YnGgKaXIHN	FloreyBarb	Tue Dec 15 21:48:09 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338964084990091264
6	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/XDJGBmpyhW	phillipsan	Wed Dec 16 06:53:17 +0000 2020	['BLM']	14	2	https://twitter.com/twitter/statuses/1339101273241489409
7	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/HR1QBm5VFb	Geechee4Kamala	Wed Dec 16 01:37:40 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339021844821708801
8	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/TaoxrIDEZd	flemglen	Wed Dec 16 13:16:50 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339197798093348864
9	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/oLIBOBcFrG	brianfromOR	Tue Dec 15 21:19:56 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338956984247230464
10	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/a8nBa9UH6F	joshcarternyc	Wed Dec 16 01:55:19 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339026288103858182
11	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/U8DTZFIkmH	heel_be_ok	Tue Dec 15 21:08:32 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338954116303876096
12	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/N2SQi484eX	EnsPulver1958	Tue Dec 15 23:22:32 +0000 2020	['BLM']	4	0	https://twitter.com/twitter/statuses/1338987839095234561
13	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/nVFGytm242	Poodie111	Wed Dec 16 13:04:14 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339194625530228736
14	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/Uaw7LrxV9u	thombowen	Wed Dec 16 04:16:57 +0000 2020	['BLM']	11	2	https://twitter.com/twitter/statuses/1339061928795262979
15	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/S4bUqxkqYN	MargaretKruger4	Tue Dec 15 22:29:02 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338974375505260544
16	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/MmX5wrxOOY	virginiaframsey	Wed Dec 16 12:23:50 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339184459699134465
17	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/oFBkl3RRJr	TCBauthor	Wed Dec 16 02:39:37 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1339037436307857410
18	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/cobhA4OabG	rob_b72	Tue Dec 15 19:32:20 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338929907221585920
19	All lives matter	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/EIRHOFpSym	WatchdogDiva	Tue Dec 15 23:36:43 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338991408833818624
